message_id,timestamp,affiliate_id,subject,message_text,language,country
MSG0313,2026-01-18T07:58:01+04:00,AFF-6313,Reporting delay (MSG0264),Is there a reporting delay today? Conversions are not appearing yet in the dashboard. Ref MSG0264.,en,Australia
MSG0314,2026-01-18T08:03:01+04:00,AFF-6314,Product samples (MSG0265),Do you offer product samples/seedings for creators? I can share a content plan and reach. Ref MSG0265.,en,United Kingdom
MSG0315,2026-01-18T08:10:01+04:00,AFF-6315,Coupon code request (MSG0266),I’d like a unique coupon code for my audience. Can you approve one and confirm start/end dates and exclusions? Ref MSG0266.,en,Canada
MSG0316,2026-01-18T08:16:01+04:00,AFF-6316,Creative assets request (MSG0267),"Do you have refreshed banners (300x250, 728x90, 1080x1080) plus brand guidelines I can follow? Ref MSG0267.",en,Spain
MSG0317,2026-01-18T08:22:01+04:00,AFF-6317,Outdated banners (MSG0268),Some creatives still show an old offer. Can you confirm the correct promo text and send current banners? Ref MSG0268.,en,Germany
MSG0318,2026-01-18T08:26:01+04:00,AFF-6318,Affiliate manager contact (MSG0269),Who is the affiliate manager for my region and how can I align on monthly targets? Ref MSG0269.,en,Canada
MSG0319,2026-01-18T08:32:01+04:00,AFF-6319,Tracking link error (MSG0270),"Hi team, my tracking link is returning an error page when opened. Can you verify the correct URL format and campaign status? Ref MSG0270.",en,Germany
MSG0320,2026-01-18T08:37:01+04:00,AFF-6320,تتبع التحويلات (MSG0271),أرى نقرات ولكن لا توجد تحويلات مؤخراً. هل توجد مشكلة في الإسناد أو تأخير في التقارير؟ مرجع MSG0271.,ar,United Arab Emirates
MSG0321,2026-01-18T08:41:01+04:00,AFF-6321,Payment currency (MSG0272),"Can payouts be made in EUR instead of USD? If not, what FX rate is used? Ref MSG0272.",en,United States
MSG0322,2026-01-18T08:44:01+04:00,AFF-6322,طلب رمز خصم (MSG0273),أرغب في الحصول على رمز خصم حصري لمتابعيني. هل يمكن اعتماده مع توضيح الشروط وتاريخ الانتهاء؟ مرجع MSG0273.,ar,Saudi Arabia
MSG0323,2026-01-18T09:54:01+04:00,AFF-6323,Commission structure (MSG0274),Can you break down commission by product category and confirm any exclusions? Ref MSG0274.,en,Canada
MSG0324,2026-01-18T09:59:01+04:00,AFF-6324,Attribution window (MSG0275),"What is your attribution window (last-click and any view-through), and does it vary by channel? Ref MSG0275.",en,Australia
MSG0325,2026-01-18T10:05:01+04:00,AFF-6325,UTM parameters (MSG0276),Can I append UTM parameters to tracking URLs for analytics without breaking attribution? Ref MSG0276.,en,Spain
MSG0326,2026-01-18T10:07:01+04:00,AFF-6326,مشكلة في رابط التتبع (MSG0277),مرحباً، رابط التتبع الخاص بي لا يعمل ويظهر خطأ عند فتحه. هل يمكنكم التأكد من صحة الرابط وحالة الحملة؟ مرجع MSG0277.,ar,Saudi Arabia
MSG0327,2026-01-18T10:11:01+04:00,AFF-6327,Creative assets request (MSG0278),"Do you have refreshed banners (300x250, 728x90, 1080x1080) plus brand guidelines I can follow? Ref MSG0278.",en,Australia
MSG0328,2026-01-18T10:17:01+04:00,AFF-6328,Brand asset compliance (MSG0279),"Are we allowed to use your logo in a YouTube thumbnail and intro, and are there usage guidelines? Ref MSG0279.",en,Australia
MSG0329,2026-01-18T10:22:01+04:00,AFF-6329,Link shortener question (MSG0280),"When I shorten tracking links, conversions stop tracking. Do you support link shorteners? Ref MSG0280.",en,Spain
MSG0330,2026-01-18T10:24:01+04:00,AFF-6330,Invoice details (MSG0281),"Can you provide an invoice template or confirm the billing details you need (VAT, address, legal name)? Ref MSG0281.",en,United Kingdom
MSG0331,2026-01-18T10:31:01+04:00,AFF-6331,Geo restrictions (MSG0282),Is the offer valid for my country and will users be able to checkout without restrictions? Ref MSG0282.,en,Netherlands
MSG0332,2026-01-18T10:34:01+04:00,AFF-6332,Attribution window (MSG0283),"What is your attribution window (last-click and any view-through), and does it vary by channel? Ref MSG0283.",en,Netherlands
MSG0333,2026-01-18T10:41:01+04:00,AFF-6333,Feed missing images (MSG0284),The product feed is missing image URLs for some SKUs. Can you provide an updated feed or fix? Ref MSG0284.,en,Sweden
MSG0334,2026-01-18T10:46:01+04:00,AFF-6334,تتبع التحويلات (MSG0285),أرى نقرات ولكن لا توجد تحويلات مؤخراً. هل توجد مشكلة في الإسناد أو تأخير في التقارير؟ مرجع MSG0285.,ar,Saudi Arabia
MSG0335,2026-01-18T10:48:01+04:00,AFF-6335,Tracking link error (MSG0286),"Hi team, my tracking link is returning an error page when opened. Can you verify the correct URL format and campaign status? Ref MSG0286.",en,France
MSG0336,2026-01-18T10:53:01+04:00,AFF-6336,Partnership proposal (MSG0287),I’d like to propose a longer-term partnership with monthly placements. Do you have a media kit or rate card? Ref MSG0287.,en,Australia
MSG0337,2026-01-18T10:57:01+04:00,AFF-6337,Missing payment (MSG0288),My most recent payout hasn’t arrived. Can you confirm status and expected processing timelines? Ref MSG0288.,en,Germany
MSG0338,2026-01-18T11:01:01+04:00,AFF-6338,Onboarding support (MSG0289),I just joined. Can you share best-performing categories and starter creatives to launch quickly? Ref MSG0289.,en,Portugal
MSG0339,2026-01-18T11:03:01+04:00,AFF-6339,Tracking link error (MSG0290),"Hi team, my tracking link is returning an error page when opened. Can you verify the correct URL format and campaign status? Ref MSG0290.",en,Ireland
MSG0340,2026-01-18T11:07:01+04:00,AFF-6340,Partnership proposal (MSG0291),I’d like to propose a longer-term partnership with monthly placements. Do you have a media kit or rate card? Ref MSG0291.,en,Ireland
MSG0341,2026-01-18T11:09:01+04:00,AFF-6341,Fraud policy (MSG0292),What criteria triggers fraud checks and reversals? I want to ensure my traffic complies. Ref MSG0292.,en,Spain
MSG0342,2026-01-18T11:11:01+04:00,AFF-6342,Payment method update (MSG0293),"I need to change my payout method (e.g., PayPal to bank transfer). What is the process? Ref MSG0293.",en,Canada
MSG0343,2026-01-18T11:15:01+04:00,AFF-6343,Partnership proposal (MSG0294),I’d like to propose a longer-term partnership with monthly placements. Do you have a media kit or rate card? Ref MSG0294.,en,United Kingdom
MSG0344,2026-01-18T11:20:01+04:00,AFF-6344,Geo restrictions (MSG0295),Is the offer valid for my country and will users be able to checkout without restrictions? Ref MSG0295.,en,United Kingdom
MSG0345,2026-01-18T11:25:01+04:00,AFF-6345,Missing conversions (MSG0296),"I’m seeing clicks but no conversions since yesterday. Can you check for attribution, pixel, or reporting issues? Ref MSG0296.",en,Netherlands
MSG0346,2026-01-18T11:29:01+04:00,AFF-6346,Missing conversions (MSG0297),"I’m seeing clicks but no conversions since yesterday. Can you check for attribution, pixel, or reporting issues? Ref MSG0297.",en,United States
MSG0347,2026-01-18T11:36:01+04:00,AFF-6347,Cookie consent impact (MSG0298),"Could cookie consent banners be impacting tracking, and do you recommend any best practices? Ref MSG0298.",en,Canada
MSG0348,2026-01-18T11:39:01+04:00,AFF-6348,Brand asset compliance (MSG0299),"Are we allowed to use your logo in a YouTube thumbnail and intro, and are there usage guidelines? Ref MSG0299.",en,Italy
MSG0349,2026-01-18T11:44:01+04:00,AFF-6349,Promo calendar (MSG0300),I’m planning a placement soon. Are there any confirmed promotions or free-shipping offers? Ref MSG0300.,en,Ireland
MSG0350,2026-01-18T11:48:01+04:00,AFF-6350,Payout schedule request (MSG0301),Could you confirm the payout dates for this month and the minimum payout threshold? Ref MSG0301.,en,Austria
MSG0351,2026-01-18T11:55:01+04:00,AFF-6351,Tax documentation (MSG0302),Which tax forms do you require and where can I upload them in the platform? Ref MSG0302.,en,Portugal
MSG0352,2026-01-18T12:01:01+04:00,AFF-6352,Newsletter placement (MSG0303),I can feature you in my newsletter. Do you have a CPA goal and preferred messaging? Ref MSG0303.,en,Spain
MSG0353,2026-01-18T12:03:01+04:00,AFF-6353,تتبع التحويلات (MSG0304),أرى نقرات ولكن لا توجد تحويلات مؤخراً. هل توجد مشكلة في الإسناد أو تأخير في التقارير؟ مرجع MSG0304.,ar,United Arab Emirates
MSG0354,2026-01-18T12:08:01+04:00,AFF-6354,Launch calendar (MSG0305),Do you have an upcoming product/SKU launch calendar so I can plan content in advance? Ref MSG0305.,en,Germany
MSG0355,2026-01-18T12:12:01+04:00,AFF-6355,مشكلة في رابط التتبع (MSG0306),مرحباً، رابط التتبع الخاص بي لا يعمل ويظهر خطأ عند فتحه. هل يمكنكم التأكد من صحة الرابط وحالة الحملة؟ مرجع MSG0306.,ar,Saudi Arabia
MSG0356,2026-01-18T12:18:01+04:00,AFF-6356,Rejected transaction (MSG0307),One transaction was rejected as invalid. Can you share the reason code and recommended next steps? Ref MSG0307.,en,Germany
MSG0357,2026-01-18T12:23:01+04:00,AFF-6357,Outdated banners (MSG0308),Some creatives still show an old offer. Can you confirm the correct promo text and send current banners? Ref MSG0308.,en,Austria
MSG0358,2026-01-18T12:27:01+04:00,AFF-6358,Payment method update (MSG0309),"I need to change my payout method (e.g., PayPal to bank transfer). What is the process? Ref MSG0309.",en,Canada
MSG0359,2026-01-18T12:34:01+04:00,AFF-6359,Partnership proposal (MSG0310),I’d like to propose a longer-term partnership with monthly placements. Do you have a media kit or rate card? Ref MSG0310.,en,Netherlands
MSG0360,2026-01-18T13:26:01+04:00,AFF-6360,Product samples (MSG0311),Do you offer product samples/seedings for creators? I can share a content plan and reach. Ref MSG0311.,en,Canada
MSG0361,2026-01-18T13:32:01+04:00,AFF-6361,Attribution window (MSG0312),"What is your attribution window (last-click and any view-through), and does it vary by channel? Ref MSG0312.",en,Portugal
MSG0362,2026-01-18T13:35:01+04:00,AFF-6362,Creative assets request (MSG0313),"Do you have refreshed banners (300x250, 728x90, 1080x1080) plus brand guidelines I can follow? Ref MSG0313.",en,France
MSG0363,2026-01-18T13:38:01+04:00,AFF-6363,طلبات المواد الإعلانية (MSG0314),هل لديكم بانرات محدثة وإرشادات العلامة التجارية لاستخدامها في الحملات؟ مرجع MSG0314.,ar,Saudi Arabia
MSG0364,2026-01-18T13:41:01+04:00,AFF-6364,Outdated banners (MSG0315),Some creatives still show an old offer. Can you confirm the correct promo text and send current banners? Ref MSG0315.,en,Australia
MSG0365,2026-01-18T13:46:01+04:00,AFF-6365,Brand bidding policy (MSG0316),Please confirm whether PPC bidding on brand keywords is permitted and any restricted terms. Ref MSG0316.,en,Austria
MSG0366,2026-01-18T13:52:01+04:00,AFF-6366,Mobile tracking support (MSG0317),Do you support app-to-web tracking or mobile-specific attribution? My traffic is mostly mobile. Ref MSG0317.,en,Spain
MSG0367,2026-01-18T13:54:01+04:00,AFF-6367,Outdated banners (MSG0318),Some creatives still show an old offer. Can you confirm the correct promo text and send current banners? Ref MSG0318.,en,France
MSG0368,2026-01-18T14:00:01+04:00,AFF-6368,Onboarding support (MSG0319),I just joined. Can you share best-performing categories and starter creatives to launch quickly? Ref MSG0319.,en,United Kingdom
MSG0369,2026-01-18T14:03:01+04:00,AFF-6369,Payment method update (MSG0320),"I need to change my payout method (e.g., PayPal to bank transfer). What is the process? Ref MSG0320.",en,Sweden
MSG0370,2026-01-18T14:09:01+04:00,AFF-6370,Payout schedule request (MSG0321),Could you confirm the payout dates for this month and the minimum payout threshold? Ref MSG0321.,en,Spain
MSG0371,2026-01-18T14:16:01+04:00,AFF-6371,Return period impact (MSG0322),How long is the return/cancellation window before commissions are finalized/locked? Ref MSG0322.,en,Austria
MSG0372,2026-01-18T14:21:01+04:00,AFF-6372,Return period impact (MSG0323),How long is the return/cancellation window before commissions are finalized/locked? Ref MSG0323.,en,Spain
MSG0373,2026-01-18T14:25:01+04:00,AFF-6373,"Storewide sale details (MSG0324)  Premium Customer, High Priority!","Is there a storewide sale planned soon? I need dates, discount %, and any exclusions. Ref MSG0324.",en,Ireland
MSG0374,2026-01-18T14:27:01+04:00,AFF-6374,طلب رمز خصم (MSG0325),أرغب في الحصول على رمز خصم حصري لمتابعيني. هل يمكن اعتماده مع توضيح الشروط وتاريخ الانتهاء؟ مرجع MSG0325.,ar,Saudi Arabia
MSG0375,2026-01-18T14:33:01+04:00,AFF-6375,Brand bidding policy (MSG0326),Please confirm whether PPC bidding on brand keywords is permitted and any restricted terms. Ref MSG0326.,en,Sweden
MSG0376,2026-01-18T14:40:01+04:00,AFF-6376,Commission tier discussion (MSG0327),My volume has increased. Can we review my commission tier and the criteria for an uplift? Ref MSG0327.,en,Spain
MSG0377,2026-01-18T14:44:01+04:00,AFF-6377,Return period impact (MSG0328),How long is the return/cancellation window before commissions are finalized/locked? Ref MSG0328.,en,Italy
MSG0378,2026-01-18T14:49:01+04:00,AFF-6378,Duplicate orders flagged (MSG0329),Several valid orders were flagged as duplicates. Can you investigate and reinstate if appropriate? Ref MSG0329.,en,Australia
MSG0379,2026-01-18T14:53:01+04:00,AFF-6379,Brand bidding policy (MSG0330),Please confirm whether PPC bidding on brand keywords is permitted and any restricted terms. Ref MSG0330.,en,United Arab Emirates
MSG0380,2026-01-18T14:55:01+04:00,AFF-6380,Fraud policy (MSG0331),What criteria triggers fraud checks and reversals? I want to ensure my traffic complies. Ref MSG0331.,en,Austria
MSG0381,2026-01-18T15:00:01+04:00,AFF-6381,مشكلة في رابط التتبع (MSG0332),مرحباً، رابط التتبع الخاص بي لا يعمل ويظهر خطأ عند فتحه. هل يمكنكم التأكد من صحة الرابط وحالة الحملة؟ مرجع MSG0332.,ar,Saudi Arabia
MSG0382,2026-01-18T15:02:01+04:00,AFF-6382,Link generator access (MSG0333),I can’t access the link generator due to a permissions issue. Can you reset my access? Ref MSG0333.,en,Portugal
MSG0383,2026-01-18T15:07:01+04:00,AFF-6383,Mobile tracking support (MSG0334),Do you support app-to-web tracking or mobile-specific attribution? My traffic is mostly mobile. Ref MSG0334.,en,Australia
MSG0384,2026-01-18T15:09:01+04:00,AFF-6384,Invoice details (MSG0335),"Can you provide an invoice template or confirm the billing details you need (VAT, address, legal name)? Ref MSG0335.",en,Italy
MSG0385,2026-01-18T15:12:01+04:00,AFF-6385,Newsletter placement (MSG0336),I can feature you in my newsletter. Do you have a CPA goal and preferred messaging? Ref MSG0336.,en,United States
MSG0386,2026-01-18T15:19:01+04:00,AFF-6386,Commission tier discussion (MSG0337),My volume has increased. Can we review my commission tier and the criteria for an uplift? Ref MSG0337.,en,Australia
MSG0387,2026-01-18T15:25:01+04:00,AFF-6387,مشكلة في رابط التتبع (MSG0338),مرحباً، رابط التتبع الخاص بي لا يعمل ويظهر خطأ عند فتحه. هل يمكنكم التأكد من صحة الرابط وحالة الحملة؟ مرجع MSG0338.,ar,United Arab Emirates
MSG0388,2026-01-18T15:28:01+04:00,AFF-6388,Content approval (MSG0339),Could you review my draft content to ensure it complies with your brand and claims policy? Ref MSG0339.,en,Italy
MSG0389,2026-01-18T15:30:01+04:00,AFF-6389,Brand bidding policy (MSG0340),Please confirm whether PPC bidding on brand keywords is permitted and any restricted terms. Ref MSG0340.,en,Canada
MSG0390,2026-01-18T15:37:01+04:00,AFF-6390,Link generator access (MSG0341),I can’t access the link generator due to a permissions issue. Can you reset my access? Ref MSG0341.,en,Netherlands
MSG0391,2026-01-18T15:44:01+04:00,AFF-6391,Payment currency (MSG0342),"Can payouts be made in EUR instead of USD? If not, what FX rate is used? Ref MSG0342.",en,Austria
MSG0392,2026-01-18T15:46:01+04:00,AFF-6392,Creative assets request (MSG0343),"Do you have refreshed banners (300x250, 728x90, 1080x1080) plus brand guidelines I can follow? Ref MSG0343.",en,United States
MSG0393,2026-01-18T15:50:01+04:00,AFF-6393,Return period impact (MSG0344),How long is the return/cancellation window before commissions are finalized/locked? Ref MSG0344.,en,Spain
MSG0394,2026-01-18T15:54:01+04:00,AFF-6394,Broken product page (MSG0345),The product page I’m linking to shows an error. Can you share the updated URL? Ref MSG0345.,en,Italy
MSG0395,2026-01-18T15:56:01+04:00,AFF-6395,Promo code issue (MSG0346),The promo code you shared isn’t applying at checkout. Can you confirm it is active and eligible? Ref MSG0346.,en,United Arab Emirates
MSG0396,2026-01-18T16:00:01+04:00,AFF-6396,Brand asset compliance (MSG0347),"Are we allowed to use your logo in a YouTube thumbnail and intro, and are there usage guidelines? Ref MSG0347.",en,Australia
MSG0397,2026-01-18T17:15:01+04:00,AFF-6397,Product samples (MSG0348),Do you offer product samples/seedings for creators? I can share a content plan and reach. Ref MSG0348.,en,Italy
MSG0398,2026-01-18T17:21:01+04:00,AFF-6398,Tax documentation (MSG0349),Which tax forms do you require and where can I upload them in the platform? Ref MSG0349.,en,Italy
MSG0399,2026-01-18T17:24:01+04:00,AFF-6399,Missing payment (MSG0350),My most recent payout hasn’t arrived. Can you confirm status and expected processing timelines? Ref MSG0350.,en,United Arab Emirates
MSG0400,2026-01-18T17:31:01+04:00,AFF-6400,Missing conversions (MSG0351),"I’m seeing clicks but no conversions since yesterday. Can you check for attribution, pixel, or reporting issues? Ref MSG0351.",en,Canada
MSG0401,2026-01-18T17:33:01+04:00,AFF-6401,Reporting delay (MSG0352),Is there a reporting delay today? Conversions are not appearing yet in the dashboard. Ref MSG0352.,en,Spain
MSG0402,2026-01-18T17:40:01+04:00,AFF-6402,Commission tier discussion (MSG0353),My volume has increased. Can we review my commission tier and the criteria for an uplift? Ref MSG0353.,en,Austria
MSG0403,2026-01-18T17:44:01+04:00,AFF-6403,Commission discrepancy (MSG0354),I’m seeing different commission amounts for similar orders. Can you explain the calculation? Ref MSG0354.,en,Italy
MSG0404,2026-01-18T17:49:01+04:00,AFF-6404,Feed missing images (MSG0355),The product feed is missing image URLs for some SKUs. Can you provide an updated feed or fix? Ref MSG0355.,en,Sweden
MSG0405,2026-01-18T17:54:01+04:00,AFF-6405,طلب رمز خصم (MSG0356),أرغب في الحصول على رمز خصم حصري لمتابعيني. هل يمكن اعتماده مع توضيح الشروط وتاريخ الانتهاء؟ مرجع MSG0356.,ar,United Arab Emirates
MSG0406,2026-01-18T18:01:01+04:00,AFF-6406,Geo restrictions (MSG0357),Is the offer valid for my country and will users be able to checkout without restrictions? Ref MSG0357.,en,Austria
MSG0407,2026-01-18T18:08:01+04:00,AFF-6407,Promo calendar (MSG0358),I’m planning a placement soon. Are there any confirmed promotions or free-shipping offers? Ref MSG0358.,en,Portugal
MSG0408,2026-01-18T18:10:01+04:00,AFF-6408,Influencer whitelisting (MSG0359),"Do you allow whitelisting/boosting of my creator content as ads, and what terms apply? Ref MSG0359.",en,Canada
MSG0409,2026-01-18T18:16:01+04:00,AFF-6409,Link shortener question (MSG0360),"When I shorten tracking links, conversions stop tracking. Do you support link shorteners? Ref MSG0360.",en,United Kingdom
MSG0410,2026-01-18T18:21:01+04:00,AFF-6410,UTM parameters (MSG0361),Can I append UTM parameters to tracking URLs for analytics without breaking attribution? Ref MSG0361.,en,Spain
MSG0411,2026-01-18T18:24:01+04:00,AFF-6411,Commission structure (MSG0362),Can you break down commission by product category and confirm any exclusions? Ref MSG0362.,en,Italy
MSG0412,2026-01-18T18:27:01+04:00,AFF-6412,Storewide sale details (MSG0363),"Is there a storewide sale planned soon? I need dates, discount %, and any exclusions. Ref MSG0363.",en,Netherlands
MSG0413,2026-01-18T18:31:01+04:00,AFF-6413,Affiliate manager contact (MSG0364),Who is the affiliate manager for my region and how can I align on monthly targets? Ref MSG0364.,en,United States
MSG0414,2026-01-18T18:36:01+04:00,AFF-6414,Feed missing images (MSG0365),The product feed is missing image URLs for some SKUs. Can you provide an updated feed or fix? Ref MSG0365.,en,France
MSG0415,2026-01-18T18:41:01+04:00,AFF-6415,Commission discrepancy (MSG0366),I’m seeing different commission amounts for similar orders. Can you explain the calculation? Ref MSG0366.,en,Austria
MSG0416,2026-01-18T18:43:01+04:00,AFF-6416,Partnership proposal (MSG0367),I’d like to propose a longer-term partnership with monthly placements. Do you have a media kit or rate card? Ref MSG0367.,en,Germany
MSG0417,2026-01-18T18:45:01+04:00,AFF-6417,Payout schedule request (MSG0368),Could you confirm the payout dates for this month and the minimum payout threshold? Ref MSG0368.,en,Spain
MSG0418,2026-01-18T18:51:01+04:00,AFF-6418,Missing payment (MSG0369),My most recent payout hasn’t arrived. Can you confirm status and expected processing timelines? Ref MSG0369.,en,Germany
MSG0419,2026-01-18T18:53:01+04:00,AFF-6419,سؤال عن الدفع (MSG0370),مرحباً، هل يمكنكم توضيح مواعيد الدفع والحد الأدنى للسحب لهذا الشهر؟ مرجع MSG0370.,ar,United Arab Emirates
MSG0420,2026-01-18T18:58:01+04:00,AFF-6420,Fraud policy (MSG0371),What criteria triggers fraud checks and reversals? I want to ensure my traffic complies. Ref MSG0371.,en,Australia
MSG0421,2026-01-18T19:02:01+04:00,AFF-6421,Commission tier discussion (MSG0372),My volume has increased. Can we review my commission tier and the criteria for an uplift? Ref MSG0372.,en,United States
MSG0422,2026-01-18T19:05:01+04:00,AFF-6422,Promo calendar (MSG0373),I’m planning a placement soon. Are there any confirmed promotions or free-shipping offers? Ref MSG0373.,en,Ireland
MSG0423,2026-01-18T19:08:01+04:00,AFF-6423,Coupon code request (MSG0374),I’d like a unique coupon code for my audience. Can you approve one and confirm start/end dates and exclusions? Ref MSG0374.,en,Australia
MSG0424,2026-01-18T19:12:01+04:00,AFF-6424,Geo restrictions (MSG0375),Is the offer valid for my country and will users be able to checkout without restrictions? Ref MSG0375.,en,Portugal
MSG0425,2026-01-18T19:16:01+04:00,AFF-6425,Rejected transaction (MSG0376),One transaction was rejected as invalid. Can you share the reason code and recommended next steps? Ref MSG0376.,en,Australia
MSG0426,2026-01-18T19:18:01+04:00,AFF-6426,Commission tier discussion (MSG0377),My volume has increased. Can we review my commission tier and the criteria for an uplift? Ref MSG0377.,en,United Arab Emirates
MSG0427,2026-01-18T19:22:01+04:00,AFF-6427,S2S postback (MSG0378),Do you support server-to-server postback tracking? I can provide my postback URL. Ref MSG0378.,en,United Kingdom
MSG0428,2026-01-18T19:27:01+04:00,AFF-6428,Tax documentation (MSG0379),Which tax forms do you require and where can I upload them in the platform? Ref MSG0379.,en,United States
MSG0429,2026-01-18T19:30:01+04:00,AFF-6429,S2S postback (MSG0380),Do you support server-to-server postback tracking? I can provide my postback URL. Ref MSG0380.,en,Portugal
MSG0430,2026-01-18T19:34:01+04:00,AFF-6430,Commission tier discussion (MSG0381),My volume has increased. Can we review my commission tier and the criteria for an uplift? Ref MSG0381.,en,Austria
MSG0431,2026-01-18T19:36:01+04:00,AFF-6431,سؤال عن الدفع (MSG0382),مرحباً، هل يمكنكم توضيح مواعيد الدفع والحد الأدنى للسحب لهذا الشهر؟ مرجع MSG0382.,ar,Saudi Arabia
MSG0432,2026-01-18T19:40:01+04:00,AFF-6432,Promo calendar (MSG0383),I’m planning a placement soon. Are there any confirmed promotions or free-shipping offers? Ref MSG0383.,en,Australia
MSG0433,2026-01-18T19:44:01+04:00,AFF-6433,Influencer whitelisting (MSG0384),"Do you allow whitelisting/boosting of my creator content as ads, and what terms apply? Ref MSG0384.",en,Sweden
MSG0434,2026-01-18T20:20:01+04:00,AFF-6434,Mobile tracking support (MSG0385),Do you support app-to-web tracking or mobile-specific attribution? My traffic is mostly mobile. Ref MSG0385.,en,Austria
MSG0435,2026-01-18T20:27:01+04:00,AFF-6435,Coupon code request (MSG0386),I’d like a unique coupon code for my audience. Can you approve one and confirm start/end dates and exclusions? Ref MSG0386.,en,Portugal
MSG0436,2026-01-18T20:32:01+04:00,AFF-6436,تتبع التحويلات (MSG0387),أرى نقرات ولكن لا توجد تحويلات مؤخراً. هل توجد مشكلة في الإسناد أو تأخير في التقارير؟ مرجع MSG0387.,ar,United Arab Emirates
MSG0437,2026-01-18T20:34:01+04:00,AFF-6437,طلب رمز خصم (MSG0388),أرغب في الحصول على رمز خصم حصري لمتابعيني. هل يمكن اعتماده مع توضيح الشروط وتاريخ الانتهاء؟ مرجع MSG0388.,ar,United Arab Emirates
MSG0438,2026-01-18T20:37:01+04:00,AFF-6438,Broken product page (MSG0389),The product page I’m linking to shows an error. Can you share the updated URL? Ref MSG0389.,en,United Kingdom
MSG0439,2026-01-18T20:41:01+04:00,AFF-6439,Brand asset compliance (MSG0390),"Are we allowed to use your logo in a YouTube thumbnail and intro, and are there usage guidelines? Ref MSG0390.",en,Sweden
MSG0440,2026-01-18T20:45:01+04:00,AFF-6440,طلب رمز خصم (MSG0391),أرغب في الحصول على رمز خصم حصري لمتابعيني. هل يمكن اعتماده مع توضيح الشروط وتاريخ الانتهاء؟ مرجع MSG0391.,ar,United Arab Emirates
MSG0441,2026-01-18T20:52:01+04:00,AFF-6441,Brand asset compliance (MSG0392),"Are we allowed to use your logo in a YouTube thumbnail and intro, and are there usage guidelines? Ref MSG0392.",en,Ireland
MSG0442,2026-01-18T20:56:01+04:00,AFF-6442,Newsletter placement (MSG0393),I can feature you in my newsletter. Do you have a CPA goal and preferred messaging? Ref MSG0393.,en,United Arab Emirates
MSG0443,2026-01-18T21:02:01+04:00,AFF-6443,Payout schedule request (MSG0394),Could you confirm the payout dates for this month and the minimum payout threshold? Ref MSG0394.,en,United Kingdom
MSG0444,2026-01-18T21:05:01+04:00,AFF-6444,Product samples (MSG0395),Do you offer product samples/seedings for creators? I can share a content plan and reach. Ref MSG0395.,en,United States
MSG0445,2026-01-18T21:12:01+04:00,AFF-6445,Return period impact (MSG0396),How long is the return/cancellation window before commissions are finalized/locked? Ref MSG0396.,en,Australia
MSG0446,2026-01-18T21:16:01+04:00,AFF-6446,Reporting delay (MSG0397),Is there a reporting delay today? Conversions are not appearing yet in the dashboard. Ref MSG0397.,en,Austria
MSG0447,2026-01-18T21:19:01+04:00,AFF-6447,سؤال عن الدفع (MSG0398),مرحباً، هل يمكنكم توضيح مواعيد الدفع والحد الأدنى للسحب لهذا الشهر؟ مرجع MSG0398.,ar,Saudi Arabia
MSG0448,2026-01-18T21:21:01+04:00,AFF-6448,Payment currency (MSG0399),"Can payouts be made in EUR instead of USD? If not, what FX rate is used? Ref MSG0399.",en,Canada
MSG0449,2026-01-18T21:24:01+04:00,AFF-6449,Onboarding support (MSG0400),I just joined. Can you share best-performing categories and starter creatives to launch quickly? Ref MSG0400.,en,Italy
MSG0450,2026-01-18T21:28:01+04:00,AFF-6450,Geo restrictions (MSG0401),Is the offer valid for my country and will users be able to checkout without restrictions? Ref MSG0401.,en,Australia
MSG0451,2026-01-18T21:34:01+04:00,AFF-6451,SubID reporting (MSG0402),Can you enable SubID reporting so I can analyze performance by placement/subchannel? Ref MSG0402.,en,United Kingdom
MSG0452,2026-01-18T21:37:01+04:00,AFF-6452,Storewide sale details (MSG0403),"Is there a storewide sale planned soon? I need dates, discount %, and any exclusions. Ref MSG0403.",en,Portugal
MSG0453,2026-01-18T21:40:01+04:00,AFF-6453,Missing payment (MSG0404),My most recent payout hasn’t arrived. Can you confirm status and expected processing timelines? Ref MSG0404.,en,Italy
MSG0454,2026-01-18T21:42:01+04:00,AFF-6454,تتبع التحويلات (MSG0405),أرى نقرات ولكن لا توجد تحويلات مؤخراً. هل توجد مشكلة في الإسناد أو تأخير في التقارير؟ مرجع MSG0405.,ar,United Arab Emirates
MSG0455,2026-01-18T21:48:01+04:00,AFF-6455,Rejected transaction (MSG0406),One transaction was rejected as invalid. Can you share the reason code and recommended next steps? Ref MSG0406.,en,Ireland
MSG0456,2026-01-18T21:53:01+04:00,AFF-6456,Creative assets request (MSG0407),"Do you have refreshed banners (300x250, 728x90, 1080x1080) plus brand guidelines I can follow? Ref MSG0407.",en,United States
MSG0457,2026-01-18T21:57:01+04:00,AFF-6457,Link shortener question (MSG0408),"When I shorten tracking links, conversions stop tracking. Do you support link shorteners? Ref MSG0408.",en,United Kingdom
MSG0458,2026-01-18T21:59:01+04:00,AFF-6458,Reporting delay (MSG0409),Is there a reporting delay today? Conversions are not appearing yet in the dashboard. Ref MSG0409.,en,Austria
MSG0459,2026-01-18T22:06:01+04:00,AFF-6459,Product feed / API (MSG0410),Do you provide a product feed (CSV/XML) or API for price and availability updates? Ref MSG0410.,en,Australia
